timeframe,dead_zone,filter,commission,total_return,cagr,sharpe,max_dd,trades,final_nav,total_fees
2h,0.03,MACD+ADX,0.001,-0.13094383816028343,-0.04738409902089591,0.37194400842392866,-0.5891624585513022,2047,17381.12323679433,8195.382859010948
2h,0.03,MACD+MA,0.001,-0.13078316194244288,-0.04767567907611803,0.3487631334410899,-0.5063156306360399,2226,17384.336761151142,9749.582199952461
2h,0.03,MACD-Only,0.001,-0.1474281577058475,-0.05328048948049846,0.33669110652350154,-0.47049490562007223,3219,17051.43684588305,11489.895112236047
1h,0.05,MACD+ADX,0.001,-0.15609434792884536,-0.05675041791523927,0.1760010288389045,-0.4313339272499248,2726,16878.113041423094,12648.753975116353
1h,0.03,MACD+ADX,0.001,-0.18857814530920336,-0.06941057591740285,0.15975280240960368,-0.4384979496061807,3128,16228.437093815934,12833.841039132974
1h,0.08,MACD+MA,0.001,-0.2272479908251709,-0.08538453102536592,0.19810752471198623,-0.4980476531325351,2322,15455.040183496581,13002.04197331389
1h,0.1,MACD+MA,0.001,-0.23186218641915624,-0.08727897535892759,0.21723016559328204,-0.541720604218474,2137,15362.756271616876,12625.226689293435
1h,0.05,MACD+MA,0.001,-0.2794107002861028,-0.1072490821214318,0.15543534832875872,-0.5197117139906542,2820,14411.785994277943,13446.40690127884
1h,0.03,MACD+MA,0.001,-0.3038384276145786,-0.11784504794315154,0.10587819764088947,-0.5291270628939189,3216,13923.231447708427,13707.431867007335
1h,0.08,MACD-Only,0.001,-0.41620207908246776,-0.16869079671510312,0.14858781308460497,-0.5624601268567491,3037,11675.958418350645,12322.218710260942
1h,0.1,MACD-Only,0.001,-0.41796161684953614,-0.16955174594499567,0.18385574864681928,-0.6028597701640397,2763,11640.767663009277,11877.708261196602
1h,0.05,MACD-Only,0.001,-0.44880348124867764,-0.18492858174463844,0.12029323006907475,-0.5861190340300433,3932,11023.930375026446,13472.123779347015
1h,0.03,MACD-Only,0.001,-0.4602585027919629,-0.19078350926401777,0.10979264844061712,-0.59451870399366,4677,10794.829944160741,14069.940684866733
