Date,nav,benchmark,position,qqq_mxn,usd_mxn
2023-03-30,1914226.2705220976,2289601.0391100585,0,0.0025301773126862326,18.094030380249023
2023-03-31,1914722.2982025146,2327102.231318127,0,0.016378919981030693,18.089550018310547
2023-04-03,1915218.4544170885,2314978.514427531,0,-0.0052097912706347005,18.03915023803711
2023-04-04,1915714.739199126,2313362.263342469,0,-0.0006981710953207765,18.087570190429688
2023-04-05,1916211.1525819423,2293680.8245472037,0,-0.008507720172986954,18.112499237060547
2023-04-06,1916707.6945988613,2334171.449809996,0,0.017653121057410237,18.308799743652344
2023-04-10,1917204.3652832157,2310666.3921717443,0,-0.010069979066946955,18.134700775146484
2023-04-11,1917701.1646683465,2296901.190139822,0,-0.0059572433643197975,18.14310073852539
2023-04-12,1918198.0927876038,2278592.5733378367,0,-0.007971007582120326,18.158899307250977
2023-04-13,1918695.149674346,2309932.5748681086,0,0.013754105010692186,18.055099487304688
2023-04-14,1919192.33536194,2300980.4687909517,0,-0.0038754837152197297,18.018999099731445
2023-04-17,1919689.649883762,2299592.0865778457,0,-0.0006033872220720937,17.99287986755371
2023-04-18,1920187.0932731961,2304762.1400441495,0,0.002248248068203118,18.03219985961914
2023-04-19,1920684.6655636355,2305120.4835075676,0,0.00015547958602413203,18.043489456176758
2023-04-20,1921182.366788482,2287166.3299136898,0,-0.007788813522908722,18.04050064086914
2023-04-21,1921680.196981146,2284147.1044565616,0,-0.0013200725358886167,17.997909545898438
2023-04-24,1922178.1561750462,2279287.9506009924,0,-0.002127338403944634,17.997140884399414
2023-04-25,1922676.2444036107,2232323.5820598584,0,-0.02060484219589309,17.965200424194336
2023-04-26,1923174.4617002755,2255263.04950311,0,0.010276049416672928,18.0403995513916
2023-04-27,1923672.808098486,2331757.579484354,0,0.03391822962651636,18.158550262451172
2023-04-28,1924171.2836316957,2330510.7111837035,0,-0.000534733246552177,18.024499893188477
2023-05-01,1924669.888333367,2323562.784861325,0,-0.0029812891607993164,17.99139976501465
2023-05-02,1925168.6222369708,2296421.9549381505,0,-0.011680695740181712,17.93769073486328
2023-05-03,1925667.485375987,2286046.5472646467,0,-0.004518075456992121,17.97426986694336
2023-05-04,1926166.4777839037,2275674.3239384065,0,-0.0045371881594672425,17.956100463867188
2023-05-05,1926665.5994942184,2316700.9388752608,0,0.01802833318690844,17.89937973022461
2023-05-08,1927164.8505404366,2305169.5772895254,0,-0.004977492516290649,17.76626968383789
2023-05-09,1927664.2309560727,2293318.4714631187,0,-0.005141099354756151,17.787580490112305
2023-05-10,1928163.74077465,2312529.0069793193,0,0.008376741283535827,17.743499755859375
2023-05-11,1928663.3800296998,2293093.308171518,0,-0.00840452108887857,17.537200927734375
2023-05-12,1929163.148754763,2289753.8877211385,0,-0.001456295057196022,17.57469940185547
2023-05-15,1929663.0469833887,2304975.384723115,0,0.006647656363245824,17.596250534057617
2023-05-16,1930163.074749135,2286189.4729534336,0,-0.008150157218246301,17.4330997467041
2023-05-17,1930663.232085568,2320126.4393766406,0,0.014844336755415632,17.480300903320312
2023-05-18,1931163.5190262632,2380317.168086639,0,0.02594286573716653,17.606769561767578
2023-05-19,1931663.9356048044,2389647.0629620436,0,0.003919601555831376,17.715700149536133
2023-05-22,1932164.4818547845,2401785.4433662617,0,0.005079570365161823,17.7460994720459
