Date,nav,benchmark,position,qqq_mxn,usd_mxn,rsi,srp,support,resistance,smooth
2010-04-16,202293.06784430813,215328.89380060608,0,-0.00397790969082934,12.264699935913086,71.12711385156639,0.5,,,43.40901949235101
2010-04-19,202345.48743688842,214695.07864059153,0,-0.002943474741487595,12.23600959777832,70.47216705564344,0.5,,,43.39148863450692
2010-04-20,202397.92061279964,215285.45808133166,0,0.0027498508325309867,12.208000183105469,72.72622626161754,0.5,,,43.45927458994011
2010-04-21,202450.36737556162,215864.01887558814,0,0.002687412328787664,12.172300338745117,75.02571565629043,0.5,,,43.57526704386497
2010-04-22,202502.82772869506,217560.7711416156,0,0.00786028294509511,12.199700355529785,77.10455070993525,0.5,,,43.71556132074913
2010-04-23,202555.3016757216,217937.06936175624,0,0.0017296234894097484,12.170000076293945,78.54692627810286,0.5,,,43.850069351229976
2010-04-26,202607.78922016377,216855.02944425345,0,-0.004964919096469567,12.13599967956543,75.85163363753394,0.5,,,43.921017090959715
2010-04-27,202660.29036554502,216339.29066439497,0,-0.0023782652455891506,12.36970043182373,55.79411972069907,0.5,,,43.59526375581973
2010-04-28,202712.80511538975,215804.09771292287,0,-0.0024738592320816544,12.331600189208984,56.14433392989391,0.5,,42.84992980957031,43.32100816870665
2010-04-29,202765.33347322323,217063.49235453576,0,0.005835823577772015,12.191200256347656,64.7613073342113,0.5,,42.84992980957031,43.379473024212714
2010-04-30,202817.87544257165,214715.73148932075,0,-0.010816009821588701,12.301799774169922,52.07635634368003,0.5,,42.84992980957031,43.10646933526488
2010-05-03,202870.43102696212,216878.50158619598,0,0.010072713731191119,12.253999710083008,58.21887246849254,0.5,,42.84992980957031,43.10164191827765
2010-05-04,202923.00022992268,215255.5794968757,0,-0.007483093425354026,12.538999557495117,44.78115039092022,0.5,,42.84992980957031,42.594374900037664
2010-05-05,202975.58305498227,217358.57983384887,0,0.009769783166079016,12.72719955444336,42.999811385836985,0.5,,42.84992980957031,42.12222110403841
